id,publication_year,B,C,D,E,F,G,H,num_applications,num_patent_citations,num_nonpatent_citations,num_claims,num_similar_doc,num_authors,payment_times
US7198790B2,2004,0,1,0,0,0,0,0,3,3,7,11,9,2,2
US7233261B2,2004,0,0,0,0,0,1,0,5,14,17,21,18,3,1
US7223547B2,2004,0,1,0,0,0,0,0,8,13,99,9,10,5,0
USRE39681E1,2004,0,1,0,0,0,0,0,2,23,15,54,13,2,2
US7230080B2,2004,0,1,0,0,0,0,0,1,14,29,2,16,5,1
US7214519B2,2004,0,1,0,0,0,0,0,3,2,21,6,0,2,2
US7211402B2,2004,0,1,0,0,0,0,0,2,0,26,10,15,4,1
US7220822B2,2004,0,1,0,0,0,0,0,3,3,7,7,6,3,2
US7219556B2,2004,0,0,0,0,0,1,0,1,18,7,34,16,4,2
US7230125B1,2004,0,1,0,0,0,0,0,6,1,46,39,0,4,1
US7232870B2,2004,0,1,0,0,0,0,0,4,2,4,24,23,3,2
US7235383B2,2004,0,1,0,0,0,0,0,8,10,9,6,4,2,2
US7229814B2,2004,0,1,0,0,0,0,0,5,29,44,9,3,3,2
US7214187B2,2004,0,0,0,0,0,0,0,7,4,3,19,6,2,0
US7208086B2,2004,0,0,0,0,0,1,0,12,7,14,3,24,4,1
US7202282B2,2004,0,0,0,0,0,0,0,4,3,10,4,0,5,1
US7220890B2,2004,0,0,0,0,0,0,0,6,0,25,7,0,3,0
US7229781B2,2004,0,1,0,0,0,0,0,4,4,21,6,3,4,2
US7211603B1,2004,0,1,0,0,0,0,0,7,7,71,18,20,2,0
US7223606B2,2004,0,0,0,0,0,1,0,3,3,36,26,5,5,2
US7220559B2,2004,0,1,0,0,0,0,0,14,36,15,7,15,1,1
US7225173B2,2004,0,0,0,0,0,1,0,2,0,7,19,6,3,1
US7202084B2,2004,0,1,0,0,0,0,0,1,0,7,8,7,2,0
US7230164B2,2004,0,1,0,0,0,0,0,2,3,12,5,5,6,2
US7220583B2,2004,0,1,0,0,0,0,0,9,2,10,5,5,4,2
US7209603B2,2004,1,0,0,0,0,0,0,4,4,2,22,3,2,0
US7208612B2,2004,0,1,0,0,0,0,0,4,2,9,1,1,5,1
US7228916B2,2004,0,0,0,0,0,0,0,2,15,0,45,17,2,0
US7223550B2,2004,0,1,0,0,0,0,0,12,12,13,38,5,2,2
US7220587B2,2004,0,1,0,0,0,0,0,2,3,16,9,7,3,2
US7235467B2,2004,0,0,0,0,0,0,1,2,4,1,10,4,5,2
US7230415B2,2004,0,0,0,0,0,0,1,2,7,0,21,7,3,1
US7223787B2,2004,0,0,0,0,0,0,0,3,0,1,15,1,8,2
US7226936B2,2004,0,1,0,0,0,0,0,2,0,7,8,25,5,1
US7236891B2,2004,0,1,0,0,0,0,0,8,0,6,23,2,5,1
US7199912B2,2004,0,0,0,0,0,1,0,5,6,0,20,15,4,2
US7204996B2,2004,0,0,0,0,0,0,0,3,5,24,22,1,2,0
USPP17701P3,2004,0,0,0,0,0,0,0,1,0,15,1,14,3,0
US7226661B2,2004,0,1,0,0,0,0,0,2,16,20,22,1,1,1
US7211375B1,2004,0,1,0,0,0,0,0,9,3,22,4,1,4,1
US7208221B2,2004,1,0,0,0,0,0,0,14,14,0,33,10,5,0
US7220730B2,2004,0,0,0,0,0,0,0,3,4,20,18,22,2,2
USPP17786P3,2004,0,0,0,0,0,0,0,1,11,19,1,6,2,0
USPP17636P3,2004,0,0,0,0,0,0,0,1,0,5,1,10,2,0
US7208284B2,2004,0,1,0,0,0,0,0,3,3,8,12,1,1,1
US7232663B2,2004,0,1,0,0,0,0,0,1,1,17,12,2,3,1
US7223588B2,2004,0,1,0,0,0,0,0,4,3,4,5,7,1,1
US7232913B2,2004,0,1,0,0,0,0,0,7,0,9,17,3,10,1
US7214483B2,2004,0,1,0,0,0,0,0,4,3,30,9,20,3,2
US7232891B2,2004,0,1,0,0,0,0,0,7,3,28,13,13,2,2
US7213325B2,2004,0,0,0,0,0,0,1,4,3,4,3,13,2,2
US7220895B2,2004,0,1,0,0,0,0,0,7,4,24,3,11,2,1
US7211393B2,2004,0,1,0,0,0,0,0,3,1,6,15,0,7,2
US7211231B2,2004,0,0,0,0,0,1,0,2,16,2,28,10,3,1
US7226743B2,2004,0,1,0,0,0,0,0,3,0,26,10,2,3,2
US7232852B2,2004,0,0,0,0,0,0,0,2,7,30,17,20,6,1
US7232576B2,2004,0,1,0,0,0,0,0,2,101,51,15,15,2,0
US7217859B2,2004,0,1,0,0,0,0,0,1,2,33,24,17,4,1
US7211172B1,2004,0,1,0,0,0,0,0,1,3,0,16,0,1,2
US7211257B2,2004,0,1,0,0,0,0,0,2,4,19,4,2,1,1
USRE39609E1,2004,0,0,0,0,0,0,0,2,14,2,24,18,3,1
US7235636B2,2004,0,1,0,0,0,0,0,1,10,20,16,18,5,2
US7291766B2,2004,0,1,0,0,0,0,0,4,1,3,9,15,2,2
US7223853B2,2004,0,1,0,0,0,0,0,2,9,68,20,6,4,2
US7217525B2,2004,0,0,0,0,0,1,0,2,0,10,9,0,4,2
US7229975B1,2004,0,1,0,0,0,0,0,3,3,63,3,3,1,1
US7204935B2,2004,0,1,0,0,0,0,0,6,4,0,8,16,2,0
US7198949B2,2004,0,0,0,0,0,0,0,3,44,36,8,9,2,2
US7208551B2,2004,0,1,0,0,0,0,0,3,5,0,8,10,5,2
US7226609B2,2004,0,0,0,0,0,0,0,8,54,100,3,5,2,0
US7230157B1,2004,0,1,0,0,0,0,0,6,9,79,4,0,2,1
US7232801B2,2004,0,1,0,0,0,0,0,4,10,24,3,23,3,2
US7230073B2,2004,0,1,0,0,0,0,0,4,7,16,1,14,5,2
US7232829B2,2004,0,1,0,0,0,0,0,1,38,51,19,13,3,2
US7265037B2,2004,0,0,0,0,0,0,1,19,0,18,14,1,3,2
US7214408B2,2004,0,1,0,0,0,0,0,3,23,2,28,6,2,2
US7204983B2,2004,0,1,0,0,0,0,0,5,5,8,14,12,1,2
US7214771B2,2004,0,1,0,0,0,0,0,2,0,3,2,0,1,1
US7229748B2,2004,0,0,0,0,0,1,0,5,3,1,23,12,3,1
US7236565B2,2004,0,0,0,0,0,1,0,1,8,1,57,1,4,1
US7288646B2,2004,0,1,0,0,0,0,0,3,1,6,1,14,6,1
US7205141B2,2004,0,1,0,0,0,0,0,4,7,7,3,5,3,2
US7232579B2,2004,0,1,0,0,0,0,0,2,10,3,9,10,1,1
US7214907B2,2004,0,0,0,1,0,0,0,3,28,0,113,22,2,2
US7214710B2,2004,0,0,0,0,0,0,0,2,38,19,2,18,5,1
US7227012B1,2004,0,1,0,0,0,0,0,5,2,5,5,0,5,0
US7230091B2,2004,0,1,0,0,0,0,0,1,0,38,18,3,1,2
US7229788B1,2004,0,1,0,0,0,0,0,3,6,94,23,8,1,2
US7235392B2,2004,0,0,0,0,0,0,0,11,9,17,17,0,1,1
US7235372B2,2004,0,1,0,0,0,0,0,13,13,54,8,23,5,0
US7220546B2,2004,0,1,0,0,0,0,0,2,3,13,1,0,2,1
USPP17780P3,2004,0,0,0,0,0,0,0,1,0,0,1,13,2,0
US7251609B1,2004,0,0,0,0,0,1,0,3,5,21,35,0,2,2
US7232570B2,2004,0,1,0,0,0,0,0,3,1,2,8,1,2,2
US7202074B2,2004,0,1,0,0,0,0,0,1,5,1,14,7,5,2
US7201909B2,2004,0,1,0,0,0,0,0,12,9,20,6,5,2,2
US7202362B2,2004,0,0,0,0,0,0,1,7,0,18,16,0,2,2
US7214772B2,2004,0,1,0,0,0,0,0,2,1,18,2,24,4,2
US7239908B1,2004,0,0,0,0,0,1,0,11,52,99,140,0,4,1
US7263395B2,2004,0,0,0,0,0,0,0,1,6,0,18,10,3,1
US7260436B2,2004,0,0,0,0,0,0,0,4,15,3,21,4,4,2
US7271747B2,2004,0,0,0,0,0,1,0,4,3,0,12,5,6,2
US7253442B2,2004,0,0,0,0,0,0,1,11,6,0,18,4,3,2
US7269516B2,2004,0,0,0,0,0,1,0,10,84,100,34,0,5,2
US7272265B2,2004,0,0,0,0,0,1,0,8,3,1,5,1,10,2
US7248912B2,2004,0,0,0,0,0,0,0,3,19,4,25,4,4,2
US7271156B2,2004,0,0,0,0,0,0,0,6,128,40,33,2,3,1
US7260501B2,2004,0,0,0,0,0,1,0,3,5,7,19,8,4,1
US7258012B2,2004,0,0,0,0,0,0,1,9,20,13,12,6,1,2
US7238485B2,2004,0,0,0,0,0,1,0,8,60,56,5,4,4,2
US7244584B2,2004,0,1,0,0,0,0,0,1,0,34,7,0,4,2
US7266091B2,2004,0,0,0,0,0,0,1,2,13,8,12,4,3,2
US7245962B2,2004,0,0,0,0,0,0,0,8,1,44,18,3,3,0
US7256923B2,2004,0,1,0,0,0,0,0,15,30,3,29,10,4,2
US7256223B2,2004,0,0,0,1,0,0,0,14,27,3,43,10,4,2
US7256005B2,2004,0,0,0,0,0,0,0,2,29,37,19,4,2,2
US7262151B2,2004,0,1,0,0,0,0,0,2,7,4,20,2,3,2
US7266496B2,2004,0,0,0,0,0,1,0,1,7,0,10,16,4,2
US7259248B2,2004,0,0,0,0,0,1,0,13,12,29,3,13,2,2
US7262046B2,2004,0,1,0,0,0,0,0,2,1,68,4,5,3,2
US7257167B2,2004,0,0,0,0,0,0,1,2,0,6,19,0,1,2
US7252165B1,2004,1,0,0,0,0,0,0,15,33,20,21,20,3,1
US7249013B2,2004,0,0,0,0,0,1,0,6,8,45,27,0,2,2
US7258837B2,2004,1,0,0,0,0,0,0,24,40,38,16,6,2,1
US7256016B2,2004,0,1,0,0,0,0,0,3,10,34,8,1,3,2
US7263357B2,2004,0,0,0,0,0,0,1,10,4,0,27,2,5,2
US7266407B2,2004,0,0,0,0,0,0,0,4,8,42,14,8,2,0
US7272474B1,2004,0,0,0,0,0,1,0,3,3,25,36,5,2,2
US7238199B2,2004,0,0,0,0,0,0,0,2,24,0,22,2,4,2
US7245801B2,2004,0,0,0,0,0,1,0,7,11,47,27,10,2,2
US7265174B2,2004,0,1,0,0,0,0,0,10,53,33,23,0,7,1
US7257201B2,2004,0,0,0,0,0,0,1,19,10,8,51,3,2,2
US7238294B2,2004,0,0,0,0,0,0,1,6,34,9,42,17,2,2
US7245380B2,2004,0,0,0,0,0,1,0,5,14,10,13,13,1,2
US7244610B2,2004,0,1,0,0,0,0,0,3,4,30,9,3,3,2
US7256568B2,2004,0,0,0,0,0,0,1,3,5,9,27,7,3,2
US7261672B2,2004,1,0,0,0,0,0,0,30,9,0,18,11,2,2
US7270195B2,2004,0,0,0,1,0,0,0,3,8,8,40,11,2,2
US7273488B2,2004,0,0,0,0,0,0,0,5,6,0,11,5,3,1
US7263837B2,2004,0,0,0,0,1,0,0,8,28,6,158,16,1,2
US7273904B2,2004,1,0,0,0,0,0,0,23,15,5,10,3,4,2
US7245917B2,2004,0,0,0,0,0,0,1,3,2,0,25,0,1,2
US7247472B2,2004,0,0,0,0,0,0,0,23,20,30,13,5,3,2
US7251768B2,2004,0,0,0,0,0,0,1,8,5,97,29,2,3,2
US7265298B2,2004,0,1,0,0,0,0,0,23,20,0,14,4,5,2
US7248771B2,2004,0,0,0,0,0,1,0,7,16,88,28,8,2,2
US7261875B2,2004,1,0,0,0,0,0,0,6,57,100,42,2,4,0
US7255332B2,2004,1,0,0,0,0,0,0,22,32,0,12,20,3,2
US7247370B2,2004,1,0,0,0,0,0,0,15,16,49,33,16,4,2
US7271706B2,2004,0,0,0,0,0,0,0,2,61,15,13,11,1,1
US7261852B2,2004,1,0,0,0,0,0,0,13,4,4,8,2,2,2
US7261881B1,2004,0,0,0,0,0,0,0,1,27,46,3,0,1,1
US7264876B2,2004,0,1,0,0,0,0,0,19,19,61,24,1,4,2
US7263467B2,2004,0,0,0,0,0,0,0,4,7,9,5,4,6,1
US7273749B1,2004,0,0,0,0,0,1,0,19,92,65,17,5,2,2
US7247385B1,2004,0,1,0,0,0,0,0,10,10,0,22,11,2,1
US7273852B2,2004,0,1,0,0,0,0,0,3,6,31,9,11,4,2
US7252735B2,2004,0,1,0,0,0,0,0,6,36,25,28,10,1,2
US7267752B2,2004,1,0,0,0,0,0,0,2,4,3,19,4,4,1
US7248297B2,2004,0,0,0,0,0,0,1,7,22,22,20,3,2,2
US7262020B2,2004,0,0,0,0,0,1,0,3,74,107,41,1,1,2
US7256894B2,2004,0,0,0,0,0,0,0,5,2,0,52,8,2,2
US7252644B2,2004,0,0,0,0,0,0,0,55,12,0,19,0,2,2
US7238185B2,2004,0,0,0,0,0,0,0,10,63,0,35,15,2,2
US7258857B2,2004,0,0,0,0,0,0,0,5,7,20,11,1,5,1
US7238669B2,2004,0,1,0,0,0,0,0,4,4,1,40,2,3,1
US7242833B2,2004,0,0,0,0,0,0,0,6,6,8,27,3,7,2
US7274035B2,2004,0,0,0,0,0,1,0,7,28,7,18,3,3,2
US7258591B2,2004,0,0,0,0,0,0,0,2,18,1,6,14,4,2
US7238321B2,2004,1,0,0,0,0,0,0,10,15,14,13,24,2,0
US7270800B2,2004,0,0,0,0,0,0,0,10,14,16,20,5,4,2
US7256107B2,2004,1,0,0,0,0,0,0,4,5,3,19,14,4,2
US7247297B2,2004,0,1,0,0,0,0,0,7,42,38,2,9,2,1
US7239069B2,2004,0,0,0,0,0,0,1,2,5,1,19,19,1,2
US7238596B2,2004,0,0,0,0,0,0,1,5,17,99,25,17,4,2
US7270533B2,2004,0,0,0,0,0,1,0,6,93,32,27,7,9,2
US7252749B2,2004,0,1,0,0,0,0,0,3,24,13,106,3,4,2
US7239293B2,2004,0,0,0,0,0,0,1,10,10,0,21,10,3,2
US7262721B2,2004,0,0,0,0,0,0,1,10,8,1,45,6,2,2
US7257244B2,2004,0,0,0,0,0,1,0,2,2,22,21,2,1,2
US7258120B2,2004,0,0,0,0,0,0,0,5,33,4,11,21,1,1
US7243060B2,2004,0,0,0,0,0,1,0,2,5,16,29,7,2,2
US7253185B2,2004,0,0,0,0,0,0,0,9,27,56,4,14,5,2
US7244407B2,2004,1,0,0,0,0,0,0,11,100,99,78,0,2,2
US7244826B1,2004,0,0,0,0,0,0,0,28,16,87,32,3,2,2
US7265356B2,2004,0,0,0,0,0,1,0,6,26,3,59,10,4,2
US7271234B2,2004,0,0,0,0,0,0,0,16,5,2,43,8,4,2
US7249006B2,2004,0,0,0,0,0,1,0,2,1,9,22,0,7,2
US7265158B2,2004,0,1,0,0,0,0,0,34,6,0,11,2,5,0
US7262979B2,2004,0,0,0,0,0,0,1,7,6,0,17,0,2,2
US7264592B2,2004,0,0,0,0,0,0,0,3,21,0,28,18,1,0
US7270257B2,2004,1,0,0,0,0,0,0,8,81,0,36,8,4,2
US7270956B2,2004,0,1,0,0,0,0,0,5,22,99,44,4,3,2
US7251944B2,2004,1,0,0,0,0,0,0,21,42,4,38,22,2,1
US7265175B2,2004,1,0,0,0,0,0,0,3,16,49,2,0,4,2
US7267942B2,2004,0,1,0,0,0,0,0,3,2,5,24,1,6,2
US7249149B1,2004,0,0,0,0,0,0,1,5,44,19,21,10,2,2
US7244360B2,2004,0,1,0,0,0,0,0,14,10,0,20,17,1,2
USRE39772E1,2004,0,0,0,0,0,1,0,2,13,2,18,6,5,2
US7241986B2,2004,0,0,0,0,0,1,0,1,16,9,28,10,1,1
US7241790B2,2004,0,1,0,0,0,0,0,4,16,3,15,17,2,2
US7258790B2,2004,0,1,0,0,0,0,0,6,22,2,61,9,4,2
US7274623B2,2004,1,0,0,0,0,0,0,2,3,0,11,6,3,2
US7268063B1,2004,0,0,0,0,0,0,1,9,87,5,15,13,3,2
US7257266B2,2004,0,0,0,0,0,0,1,5,5,4,1,17,2,2
US7266796B1,2004,0,0,0,0,0,1,0,1,1,12,15,14,2,0
US7271186B1,2004,0,1,0,0,0,0,0,3,1,5,12,10,2,1
US7272251B2,2004,0,0,0,0,0,1,0,4,14,14,12,1,8,1
US7256047B2,2004,0,0,0,0,0,0,0,7,11,8,31,3,3,1
US7254530B2,2004,0,0,0,0,0,1,0,1,11,8,22,7,2,2
US7252898B2,2004,0,0,0,0,0,0,1,7,24,22,24,8,3,2
US7250775B1,2004,0,0,0,0,0,1,0,8,14,0,28,3,2,2
US7272111B2,2004,0,0,0,0,0,0,1,4,4,0,17,1,2,2
US7244480B2,2004,0,0,0,1,0,0,0,6,16,0,6,14,3,2
US7270589B1,2004,0,0,0,0,0,0,0,1,42,5,38,1,4,2
US7269507B2,2004,0,0,0,0,0,1,0,4,14,0,20,3,1,2
US7247708B2,2004,0,1,0,0,0,0,0,7,69,99,31,13,1,2
US7273445B2,2004,0,0,0,0,0,0,0,2,48,10,26,5,3,2
US7272612B2,2004,0,0,0,0,0,1,0,10,29,35,23,8,5,2
US7247707B2,2004,0,0,0,0,0,0,0,11,102,39,2,19,7,2
US7262288B1,2004,0,1,0,0,0,0,0,2,65,101,9,6,7,2
US7238331B2,2004,1,0,0,0,0,0,0,9,10,0,46,3,5,0
US7265093B2,2004,0,0,0,0,0,0,0,4,13,11,10,8,2,1
US7247288B2,2004,0,1,0,0,0,0,0,8,36,53,34,7,6,2
US7257439B2,2004,0,0,0,0,0,1,0,5,26,2,27,2,1,2
US7253130B2,2004,1,0,0,0,0,0,0,12,2,0,22,8,4,2
US7238526B2,2004,0,1,0,0,0,0,0,6,7,17,14,9,2,2
US7275013B1,2004,0,0,0,0,0,1,0,4,1,14,33,2,3,2
US7267993B2,2004,0,0,0,0,0,1,0,2,11,33,3,3,8,1
US7255851B2,2004,0,0,0,0,0,0,0,14,25,90,17,2,3,1
US7252236B2,2004,0,0,0,0,0,1,0,3,3,0,22,23,3,2
US7262228B2,2004,0,0,0,0,0,0,0,3,20,1,19,20,6,2
US7252823B2,2004,0,0,0,0,0,0,0,20,97,99,20,11,6,1
US7250772B2,2004,0,0,0,0,0,0,1,6,14,2,38,20,2,2
US7246075B1,2004,0,0,0,0,0,1,0,3,24,4,1,1,1,2
US7249747B2,2004,0,0,0,0,0,0,0,3,10,0,15,16,5,1
US7265359B2,2004,0,0,0,0,0,1,0,1,6,5,18,6,2,0
US7262411B2,2004,0,0,0,0,0,0,1,5,3,38,18,19,3,1
US7272492B2,2004,0,0,0,0,0,1,0,3,11,0,10,4,6,2
US7247303B2,2004,0,0,0,0,0,0,0,15,29,32,21,13,2,2
US7253014B2,2004,0,1,0,0,0,0,0,21,10,0,17,2,3,2
US7257987B2,2004,0,0,0,0,0,1,0,9,61,4,6,6,2,2
US7273056B2,2004,0,0,0,0,0,0,0,4,81,7,20,20,2,2
US7250288B2,2004,0,1,0,0,0,0,0,13,4,0,21,0,2,2
US7266480B2,2004,0,0,0,0,0,1,0,6,3,4,18,5,1,1
US7256038B2,2004,0,1,0,0,0,0,0,5,7,18,21,13,3,2
US7264682B2,2004,0,1,0,0,0,0,0,12,61,16,9,15,2,2
US7252659B2,2004,0,0,0,0,0,0,0,17,84,37,12,14,2,1
US7240495B2,2004,0,0,0,0,1,0,0,3,38,1,34,21,2,2
USRE39834E1,2004,0,0,0,1,0,0,0,2,64,12,36,20,5,2
US7265208B2,2004,0,1,0,0,0,0,0,5,49,106,18,3,3,2
US7238372B2,2004,0,1,0,0,0,0,0,1,5,50,4,6,5,2
US7250323B2,2004,0,0,0,0,0,0,1,8,7,24,18,14,5,1
US7273636B2,2004,1,0,0,0,0,0,0,10,6,31,66,3,4,1
US7252937B2,2004,0,1,0,0,0,0,0,4,4,20,20,13,1,1
US7261834B2,2004,0,0,0,0,1,0,0,3,30,30,16,10,5,1
US7237422B2,2004,1,0,0,0,0,0,0,6,91,5,9,17,4,1
US7238281B2,2004,1,0,0,0,0,0,0,7,15,44,34,21,2,2
US7261511B2,2004,1,0,0,0,0,0,0,2,15,0,9,16,4,2
US7245358B2,2004,0,0,0,0,0,1,0,6,5,0,24,10,2,2
US7262334B2,2004,1,0,0,0,0,0,0,32,76,52,58,11,3,2
US7270295B2,2004,1,0,0,0,0,0,0,4,20,4,96,20,1,2
US7255835B2,2004,0,0,0,0,0,1,0,11,19,45,15,6,2,0
US7262030B2,2004,0,1,0,0,0,0,0,3,2,0,20,5,1,0
US7253275B2,2004,0,0,0,0,0,0,0,7,20,46,12,12,2,2
US7264804B2,2004,0,0,0,0,0,1,0,11,23,99,18,6,5,1
US7242470B2,2004,0,0,0,0,0,1,0,1,0,2,30,1,2,2
US7271877B2,2004,0,0,0,0,0,1,0,1,43,99,90,21,1,2
US7265712B2,2004,0,0,0,0,0,1,0,4,10,25,51,5,6,2
US7265375B2,2004,0,0,0,0,0,0,1,15,11,40,5,8,4,2
US7255850B2,2004,0,0,0,0,0,0,0,4,71,102,21,2,1,2
US7264823B2,2004,0,1,0,0,0,0,0,4,9,31,6,7,4,2
US7262269B2,2004,0,1,0,0,0,0,0,3,13,33,3,3,2,0
US7245692B2,2004,0,0,0,0,0,1,0,3,52,11,54,16,3,2
US7245790B2,2004,0,0,0,0,0,1,0,4,7,9,30,9,3,2
US7257437B2,2004,0,0,0,0,0,0,0,14,19,11,13,4,2,2
US7250068B1,2004,0,1,0,0,0,0,0,5,4,8,2,3,4,2
US7259018B2,2004,0,0,0,0,0,1,0,5,13,49,14,10,3,2
US7267958B2,2004,1,0,0,0,0,0,0,24,20,18,36,3,2,2
US7266484B2,2004,0,0,0,0,0,1,0,2,13,13,9,0,4,2
US7250139B2,2004,0,0,0,0,0,1,0,6,2,15,22,11,3,2
US7244708B2,2004,0,1,0,0,0,0,0,11,41,101,6,7,2,1
US7238469B2,2004,0,0,0,0,0,0,0,2,41,101,54,6,4,2
US7241496B2,2004,0,1,0,0,0,0,0,15,100,99,27,0,2,2
US7254387B2,2004,0,0,0,0,0,0,1,1,12,1,15,8,4,1
US7247349B2,2004,1,0,0,0,0,0,0,17,4,22,23,5,3,0
US7261945B2,2004,1,0,0,0,0,0,0,23,22,7,30,20,3,2
US7252935B2,2004,0,1,0,0,0,0,0,5,0,8,32,3,1,2
US7271007B2,2004,1,0,0,0,0,0,0,21,62,45,10,14,4,2
US7268881B2,2004,0,0,0,0,0,1,0,6,61,2,33,19,2,2
US7267736B2,2004,1,0,0,0,0,0,0,4,12,0,10,13,3,2
US7273662B2,2004,0,1,0,0,0,0,0,12,16,10,48,22,3,2
US7245373B2,2004,0,0,0,0,0,1,0,13,6,0,24,25,3,2
US7256669B2,2004,0,0,0,0,0,0,1,5,20,0,4,6,4,2
US7238536B1,2004,0,0,0,0,0,1,0,4,39,73,20,2,1,2
US7264957B2,2004,0,1,0,0,0,0,0,11,40,99,3,5,5,1
US7265169B2,2004,0,1,0,0,0,0,0,2,28,9,29,10,2,2
US7248725B2,2004,0,0,0,0,0,1,0,5,10,16,34,5,2,2
US7273620B1,2004,0,0,0,0,0,0,0,3,28,44,14,5,4,0
US7262271B2,2004,0,1,0,0,0,0,0,8,15,9,14,11,3,2
US7261857B2,2004,0,0,0,0,0,1,0,3,28,60,22,1,6,2
US7260483B2,2004,0,0,0,0,0,0,1,3,15,2,47,11,9,2
US7241447B1,2004,0,1,0,0,0,0,0,4,21,57,43,8,3,2
US7259286B2,2004,0,1,0,0,0,0,0,18,30,0,42,9,4,2
US7265091B2,2004,0,0,0,0,0,0,0,7,54,100,10,0,4,0
US7254834B2,2004,0,0,0,0,0,0,1,8,11,9,14,5,1,1
US7262031B2,2004,0,1,0,0,0,0,0,4,10,19,43,12,2,2
US7238425B2,2004,1,0,0,0,0,0,0,29,8,0,15,1,4,1
US7262844B2,2004,0,0,0,0,0,1,0,13,26,2,28,20,2,2
US7248744B2,2004,0,0,0,0,0,0,1,7,8,5,10,18,1,0
US7259871B2,2004,0,0,0,0,0,0,0,2,6,0,11,12,1,1
US7264650B2,2004,1,0,0,0,0,0,0,11,12,0,16,10,4,1
US7255677B2,2004,0,0,0,0,0,0,0,6,56,4,8,4,4,2
US7260126B2,2004,0,0,0,0,0,0,1,8,4,0,12,13,3,2
US7241415B2,2004,1,0,0,0,0,0,0,7,31,2,24,18,1,2
US7239107B1,2004,0,0,0,0,0,0,1,3,33,26,21,19,2,2
US7251938B1,2004,0,0,0,0,1,0,0,3,8,2,40,3,1,1
US7245952B2,2004,0,0,0,0,0,0,0,4,10,0,60,14,1,2
US7265101B2,2004,0,0,0,0,0,0,0,2,3,26,10,3,3,1
US7260430B2,2004,0,0,0,0,0,1,0,4,7,0,10,3,2,2
US7250154B2,2004,0,1,0,0,0,0,0,21,11,10,25,18,3,2
US7272855B1,2004,0,0,0,0,0,0,1,3,45,19,11,1,3,1
US7242793B2,2004,0,0,0,0,0,1,0,1,11,12,34,2,2,2
US7266992B2,2004,0,0,0,0,0,1,0,1,10,3,3,15,4,2
US7255871B2,2004,0,1,0,0,0,0,0,9,1,1,33,4,3,1
US7261007B2,2004,1,0,0,0,0,0,0,4,20,1,38,17,2,2
US7274844B2,2004,0,0,0,0,0,1,0,9,7,0,13,22,3,2
US7259641B1,2004,0,0,0,0,0,0,1,4,4,0,22,10,2,1
US7270963B2,2004,0,0,0,0,0,1,0,8,2,19,7,20,3,2
US7260297B2,2004,0,0,0,0,0,1,0,4,11,0,9,17,3,1
US7273541B2,2004,0,0,0,0,0,0,1,5,6,19,16,5,6,2
US7272234B2,2004,0,0,0,0,0,1,0,1,5,7,17,20,2,2
US7268207B2,2004,0,1,0,0,0,0,0,1,12,11,30,10,3,1
US7257563B2,2004,0,0,0,0,0,1,0,3,5,28,21,0,3,0
US7256286B2,2004,0,1,0,0,0,0,0,8,15,32,19,13,4,2
US7256716B2,2004,0,0,0,0,0,0,1,1,5,30,9,4,4,2
US7256886B2,2004,0,0,0,0,0,1,0,1,2,0,20,3,3,2
US7261882B2,2004,0,0,0,0,0,0,0,17,11,9,9,11,1,2
US7238369B2,2004,0,0,0,0,0,0,0,10,41,28,37,7,3,2
US7248969B2,2004,0,0,0,1,0,0,0,1,6,1,25,7,3,0
US7264802B2,2004,0,1,0,0,0,0,0,13,55,99,6,5,2,1
US7241371B2,2004,0,1,0,0,0,0,0,4,37,16,11,4,6,2
US7261954B2,2004,0,0,0,0,0,0,1,18,40,20,47,14,7,2
US7269190B2,2004,0,0,0,0,0,0,1,7,10,14,22,12,3,2
US7238711B1,2004,0,0,0,0,0,0,0,4,99,100,18,4,2,1
US7247601B1,2004,1,0,0,0,0,0,0,9,8,5,9,3,2,2
US7261557B2,2004,0,0,0,0,0,0,0,1,32,1,20,19,2,2
US7271754B2,2004,0,0,0,0,0,0,1,6,4,13,48,6,3,2
US7269810B1,2004,0,0,0,0,0,1,0,2,1,3,4,10,4,2
US7245762B2,2004,0,0,0,0,0,0,1,3,15,7,19,11,4,2
US7265647B2,2004,0,0,0,0,0,0,1,10,1,0,15,7,6,2
US7264762B2,2004,0,0,1,0,0,0,0,5,4,1,2,0,5,2
US7265218B2,2004,0,0,0,0,0,1,0,5,19,13,1,2,2,2
US7265090B2,2004,0,0,0,0,0,0,0,12,3,1,19,1,3,2
US7255804B2,2004,1,0,0,0,0,0,0,6,17,7,19,16,2,0
US7239264B2,2004,0,0,0,0,0,1,0,2,6,2,19,14,1,0
US7237308B2,2004,0,0,1,0,0,0,0,3,24,1,67,15,4,2
US7268873B2,2004,0,0,0,0,0,1,0,3,9,9,12,6,3,2
US7247384B2,2004,0,0,0,0,0,1,0,2,2,84,20,1,4,2
US7257711B2,2004,0,0,0,0,0,0,1,5,3,2,7,3,2,2
US7241774B2,2004,0,1,0,0,0,0,0,6,11,3,7,8,9,2
US7252976B2,2004,0,1,0,0,0,0,0,3,9,33,9,4,3,2
US7258987B2,2004,0,0,0,0,0,1,0,3,0,52,31,2,3,0
US7258687B2,2004,0,0,0,0,0,0,0,4,21,11,46,6,7,1
US7271397B2,2004,0,0,0,0,0,0,1,2,14,0,29,13,3,2
US7253947B2,2004,0,0,0,0,0,1,0,2,15,0,20,11,3,0
